Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
23158373,"X-Men: Dias de um Futuro Esquecido (Universo Marvel, #9)",Chris Claremont,"Claremont, Chris","John Byrne, John Romita Jr.","=""""","=""9789896824532""",5,4.14,Levoir,Hardcover,184,2014,1981,2014/10/09,2014/10/07,,,read,,,,1,,,0,,,,,
17980096,Shenzhen: Uma Viagem à China,Guy Delisle,"Delisle, Guy",Claudio R. Martini,"=""8560090193""","=""9788560090198""",4,3.75,Zarabatana Books,Paperback,150,2009,2000,2014/10/06,2014/10/06,,,read,,,,1,,,0,,,,,
23125538,"Thor: Renascido (Universo Marvel, #8)",J. Michael Straczynski,"Straczynski, J. Michael",Olivier Coipel,"=""""","=""9789896824525""",4,4.14,Levoir,Hardcover,152,2014,2008,2014/10/06,2014/10/05,,,read,,,,1,,,0,,,,,
22927798,Comandante Serralves - Despojos de Guerra,Adeselna Ferreira,"Ferreira, Adeselna","Carlos  Silva, Inês Montenegro, Joel Puga, Rui Leite, Vitor Frazão","=""""","=""9789899814523""",4,3.45,,Paperback,158,2014,2014,2014/10/05,2014/10/01,,,read,,,,1,,,0,,,,,
18172545,Valsa com Bashir: uma história da guerra do Líbano,Ari Folman,"Folman, Ari","David Polonsky, Pedro Gonzaga","=""852541865X""","=""9788525418654""",4,3.93,L&PM,Paperback,120,2009,2008,2014/10/01,2014/10/01,,,read,,,,1,,,0,,,,,
11361022,"O Dia do Perdão (Ciclo do Ecuménio, #7)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""9722332058""","=""9789722332057""",3,3.69,Editorial Presença,,240,2004,,2014/09/27,2014/09/20,,,read,,,,1,,,0,,,,,
8869473,O Coração das Trevas,Joseph Conrad,"Conrad, Joseph",Maria Dias,"=""""","=""9789895547562""",3,3.43,QuidNovi,,96,2010,1899,2010/09/05,2010/08/29,,,read,,,,1,,,0,,,,,
17182151,Doctor Who: Who-ology,Cavan Scott,"Scott, Cavan",Mark  Wright,"=""184990619X""","=""9781849906197""",5,4.25,BBC Books,Hardcover,384,2013,2013,2014/09/17,2014/09/14,,,read,,,,1,,,0,,,,,
13416162,"Dragon Ball, Vol. 16: Duelo de Titãs! (Dragon Ball, #16)",Akira Toriyama,"Toriyama, Akira",,"=""""","=""9789892316765""",5,4.42,Edições Asa,Paperback,192,2012,1989,2014/09/14,2014/09/14,,,read,,,,1,,,0,,,,,
13372414,"Dragon Ball, Vol. 15: Rivais Poderosos (Dragon Ball, #15)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892316437""",5,4.38,Edições Asa,Paperback,192,2011,1988,2014/09/14,2014/09/12,,,read,,,,1,,,0,,,,,
13356708,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""054792819X""","=""9780547928197""",5,4.53,Mariner Books,Paperback,406,2012,1955,2014/09/14,2014/08/28,,,read,,,,1,,,0,,,,,
13372410,"Dragon Ball, Vol. 14: Uma Nova Aventura (Dragon Ball, #14)",Akira Toriyama,"Toriyama, Akira",,"=""""","=""9789892316031""",5,4.38,Edições Asa,Paperback,192,2011,1988,2014/09/12,2014/09/11,,,read,,,,1,,,0,,,,,
13372396,"Dragon Ball, Vol. 13: Son Goku Contra-Ataca (Dragon Ball, #13)",Akira Toriyama,"Toriyama, Akira",,"=""""","=""9789892315980""",5,4.37,Edições Asa,Paperback,192,2011,1988,2014/09/11,2014/09/10,,,read,,,,1,,,0,,,,,
13372389,"Dragon Ball, Vol. 12: Piccolo, o Grande Rei do Mal (Dragon Ball, #12)",Akira Toriyama,"Toriyama, Akira",,"=""""","=""9789892315560""",5,4.37,Edições Asa,Paperback,192,2011,1988,2014/09/10,2014/09/10,,,read,,,,1,,,0,,,,,
13372362,"Dragon Ball, Vol. 11: O Grande Desafio do Torneio (Dragon Ball, #11)",Akira Toriyama,"Toriyama, Akira",,"=""""","=""9789892315003""",4,4.38,Edições Asa,Paperback,192,2011,1988,2014/09/08,2014/09/05,,,read,,,,1,,,0,,,,,
13431842,Um Cappuccino Vermelho,Joel G. Gomes,"Gomes, Joel G.",,"=""""","=""""",3,3.04,Edição de Autor,Paperback,260,2012,2012,2014/09/07,2014/09/03,,,read,,,,1,,,0,,,,,
22921451,"Homem de Ferro: Demónios (Universo Marvel, #6)",David Michelinie,"Michelinie, David","Bob Layton, John Romita Jr., Carmine Infantino","=""""","=""9789896824501""",3,4.02,Levoir,Hardcover,176,2014,1984,2014/09/06,2014/09/04,,,read,,,,1,,,0,,,,,
13351706,"Dragon Ball, Vol. 10: 0 22.º Grande Torneio (Dragon Ball, #10)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892313429""",4,4.34,Edições Asa,Paperback,192,2011,1987,2014/09/05,2014/09/04,,,read,,,,1,,,0,,,,,
13351694,"Dragon Ball, Vol. 9: Baba, a Vidente (Dragon Ball, #9)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892312811""",5,4.32,Edições Asa,Paperback,192,2011,1987,2014/09/04,2014/09/03,,,read,,,,1,,,0,,,,,
6810671,X-Infernus,C.B. Cebulski,"Cebulski, C.B.",Giuseppe Camuncoli,"=""0785139478""","=""9780785139478""",3,3.36,Marvel,Hardcover,144,2009,2009,2014/09/03,2014/09/03,,,read,,,,1,,,0,,,,,
13351686,"Dragon Ball, Vol. 8: O Ataque de Son Goku (Dragon Ball, #8)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892312767""",4,4.32,Edições Asa,Paperback,192,2011,1987,2014/09/03,2014/09/02,,,read,,,,1,,,0,,,,,
13351641,"Dragon Ball, Vol. 7: A Perseguição! (Dragon Ball, #7)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892312613""",4,4.38,Edições Asa,Paperback,192,2011,1987,2014/09/02,2014/09/02,,,read,,,,1,,,0,,,,,
13337720,"Dragon Ball, Vol. 6: O Grande Erro de Bulma (Dragon Ball, #6)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892312514""",4,4.41,Edições Asa,Paperback,192,2011,1987,2014/09/02,2014/09/02,,,read,,,,1,,,0,,,,,
13337346,"Dragon Ball, Vol. 5: A Temível Torre Músculo (Dragon Ball, #5)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892312491""",4,4.42,Edições Asa,Paperback,192,2011,1987,2014/09/02,2014/09/02,,,read,,,,1,,,0,,,,,
13335688,"Dragon Ball, Vol. 4: O Torneio dos Melhores (Dragon Ball, #4)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892310565""",4,4.47,Edições Asa,Paperback,192,2011,1986,2014/09/02,2014/09/01,,,read,,,,1,,,0,,,,,
13333947,"Dragon Ball, Vol. 3: A Iniciação (Dragon Ball, #3)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892309842""",4,4.46,Edições Asa,Paperback,192,2010,1986,2014/09/01,2014/09/01,,,read,,,,1,,,0,,,,,
12158890,"Dragon Ball, Vol. 2: O Fim da Busca (Dragon Ball, #2)",Akira Toriyama,"Toriyama, Akira",Ricardo Pereira,"=""""","=""9789892309781""",3,4.46,Edições Asa,Paperback,192,2010,1986,2014/09/01,2014/08/30,,,read,,,,1,,,0,,,,,
7625208,Ironman Versus Whiplash,Marc Guggenheim,"Guggenheim, Marc",Brannon Braga,"=""184653450X""","=""9781846534508""",3,3.39,Not Avail,Paperback,100,2010,2010,2014/08/28,2014/08/31,,,read,,,,1,,,0,,,,,
16174695,Dragon Ball #1,Akira Toriyama,"Toriyama, Akira",,"=""""","=""""",4,4.44,Planeta de Agostini,Paperback,,1995,1985,2014/08/29,2014/08/30,,,read,,,,1,,,0,,,,,
22913788,"Quarteto Fantástico e Vingadores: Invasão Secreta (Universo Marvel, #5)",Brian Michael Bendis,"Bendis, Brian Michael",Leinil Francis Yu,"=""""","=""9789896824488""",2,3.63,Levoir,Hardcover,208,2014,2009,2014/08/28,2014/08/28,,,read,,,,1,,,0,,,,,
22845531,"Guardiões da Galáxia: Legado (Universo Marvel, #4)",Dan Abnett,"Abnett, Dan","Andy Lanning, Paul Pelletier","=""""","=""9789896824495""",3,4.00,Levoir,Hardcover,152,2014,2008,2014/08/24,2014/08/24,,,read,,,,1,,,0,,,,,
727800,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.44,HarperCollins Publishers,Paperback,439,1999,1954,2014/08/24,2014/08/11,,,read,,,,1,,,0,,,,,
12434919,Intuizioni fugaci teoremi eterni: Grandi problemi matematici,Joaquín Navarro,"Navarro, Joaquín",,"=""""","=""""",4,3.33,RBA Italia,Hardcover,159,2011,2011,2014/08/21,2014/08/18,,,read,,,,1,,,0,,,,,
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",4,4.15,Digireads.com,Paperback,123,2005,1887,2014/08/20,2012/09/17,,,read,,,,1,,,0,,,,,
15716876,M.C.ESCHER Gravuras e Desenhos,M.C. Escher,"Escher, M.C.",,"=""""","=""9783836506410""",4,3.92,Taschen,Hardcover,96,2008,1954,2014/08/18,2014/08/17,,,read,,,,1,,,0,,,,,
22855625,"Homem-Aranha: A Última Caçada de Kraven (Universo Marvel, #3)",J.M. DeMatteis,"DeMatteis, J.M.",Mike Zeck,"=""""","=""9789896824471""",5,4.29,Levoir,Hardcover,152,2014,1987,2014/08/17,2014/08/16,,,read,,,,1,,,0,,,,,
22742398,"Capitão América: O Soldado do Inverno Parte 2 (Universo Marvel, #2)",Ed Brubaker,"Brubaker, Ed","Steve Epting, Michael Lark, Lee Weeks, Stefano Gaudiano, Rick Hoberg","=""""","=""9789896824464""",3,4.29,Levoir,Hardcover,184,2014,2010,2014/08/15,2014/08/13,,,read,,,,1,,,0,,,,,
6917989,"O Nome do Vento (Crónica do Regicida, #1)",Patrick Rothfuss,"Rothfuss, Patrick",Renato Carreira,"=""9895576714""","=""9789895576715""",5,4.52,Gailivro/ ASA,Paperback,966,2009,2007,,2010/05/30,,,read,,,,1,,,0,,,,,
7675981,"Johannes Cabal the Detective (Johannes Cabal, #2)",Jonathan L. Howard,"Howard, Jonathan L.",,"=""0385528094""","=""9780385528092""",3,4.06,Doubleday,Hardcover,289,2010,2010,2014/08/10,2014/08/07,,,read,,,,1,,,0,,,,,
9298002,Livro de Soror Saudade,Florbela Espanca,"Espanca, Florbela",,"=""""","=""""",1,4.02,Edições Vercial,Kindle Edition,42,210,1923,2014/08/07,2014/08/07,,,read,,,,1,,,0,,,,,
13356706,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0547928211""","=""9780547928210""",5,4.37,Mariner Books,Paperback,407,2012,1954,2014/08/06,2014/08/01,,,read,,,,1,,,0,,,,,
13014364,Bichos,Miguel Torga,"Torga, Miguel",,"=""""","=""""",3,3.81,Coimbra Editora,Paperback,135,1985,1940,2014/08/04,2014/08/04,,,read,,,,1,,,0,,,,,
11890916,O Futuro à Janela,Luís Filipe Silva,"Silva, Luís Filipe",,"=""""","=""""",3,3.55,,ebook,152,,1991,2014/07/31,2014/07/30,,,read,,,,1,,,0,,,,,
10364814,"Edda (Epic, #3)",Conor Kostick,"Kostick, Conor",,"=""1101529334""","=""9781101529331""",3,3.94,Penguin Group (USA),ebook,440,2011,2011,2014/07/29,2014/07/26,,,read,,,,1,,,0,,,,,
6617961,Ensaio Sobre a Cegueira,José Saramago,"Saramago, José",,"=""8496180085""","=""""",5,4.14,BIBLIOTEX EDITOR (Diário de Notícias),Hardcover,255,2003,1995,2014/07/26,2014/07/16,,,read,,,,1,,,0,,,,,
11428887,O Livro de Victor Frankenstein,Peter Ackroyd,"Ackroyd, Peter",,"=""""","=""9789896373283""",4,3.35,Edições Saída de Emergência,Paperback,256,2011,2008,2014/07/16,2014/07/10,,,read,,,,1,,,0,,,,,
22461082,Na Sombra das Palavras,Ângelo Teodoro,"Teodoro, Ângelo","David Camarinha, Fábio Ventura, João Ventura, Mário Coelho","=""""","=""9789899899605""",2,3.25,Editorial Divergência,Paperback,36,2014,2014,2014/07/10,2014/07/09,,,read,,,,1,,,0,,,,,
2304181,Saga (Epic #2),Conor Kostick,"Kostick, Conor",,"=""0670062804""","=""9780670062805""",2,3.87,Viking Books for Young Readers,Hardcover,384,2008,2006,2014/07/09,2014/06/29,,,read,,,,1,,,0,,,,,
18359955,"Captain America, Vol. 1: Castaway in Dimension Z - Book 1",Rick Remender,"Remender, Rick",John Romita Jr.,"=""0785166556""","=""9780785166559""",3,3.76,Marvel,Paperback,136,2014,2013,2014/06/29,2014/06/29,,,read,,,,1,,,0,,,,,
8440211,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,"Lindsay, Jeff",,"=""""","=""""",4,3.89,Orion Books,Paperback,275,2005,2004,2014/06/29,2014/06/24,,,read,,,,1,,,0,,,,,
74635,History: A Very Short Introduction,John H. Arnold,"Arnold, John H.",,"=""019285352X""","=""9780192853523""",4,3.78,"Oxford University Press, USA",Paperback,137,2000,2000,2014/06/24,2014/06/19,,,read,,,,1,,,0,,,,,
1003985,"Epic (Epic, #1)",Conor Kostick,"Kostick, Conor",,"=""0670061794""","=""9780670061792""",2,3.95,Viking Books for Young Readers,Hardcover,384,2007,2004,2014/06/19,2014/06/14,,,read,,,,1,,,0,,,,,
7336844,Aranmanoth ,Ana María Matute,"Matute, Ana María",,"=""9789722905""","=""""",4,3.45,Difel,Paperback,207,2001,,2014/06/14,2014/06/09,,,read,,,,1,,,0,,,,,
15779232,"Agências Secretas, CIA",José Manuel Diogo,"Diogo, José Manuel",,"=""""","=""""",3,3.12,"Levoir, SA",Paperback,126,2012,2012,2014/06/09,2014/06/05,,,read,,,,1,,,0,,,,,
1531177,Quest For The Future,A.E. van Vogt,"Vogt, A.E. van",,"=""0450012859""","=""9780450012853""",3,3.54,,,,,1970,2014/06/03,2014/05/24,,,read,,,,1,,,0,,,,,
14885892,Avengers vs. X-Men Omnibus,Brian Michael Bendis,"Bendis, Brian Michael","Jason Aaron, Ed Brubaker, Jonathan Hickman, Matt Fraction","=""0785163174""","=""9780785163176""",4,3.68,Marvel,Hardcover,568,2012,2012,2014/06/03,2014/05/19,,,read,,,,1,,,0,,,,,
105973,House of M,Brian Michael Bendis,"Bendis, Brian Michael","Olivier Coipel, Sergio Miranda, Tim Townsend, Rick Magyar, Fernando Lopes, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos","=""0785117210""","=""9780785117216""",3,4.01,Marvel,Paperback,224,2006,2006,2014/05/19,2014/05/17,,,read,,,,1,,,0,,,,,
6251987,As Cidades Invisíveis,Italo Calvino,"Calvino, Italo",José Colaço Barreiros,"=""8461292111""","=""9788461292110""",5,4.11,Biblioteca Sábado,Paperback,178,2009,1972,2014/05/05,2010/05/30,,,read,,,,1,,,0,,,,,
7746259,The Stand: Soul Survivors,Roberto Aguirre-Sacasa,"Aguirre-Sacasa, Roberto","Mike Perkins, Laura   Martin, Stephen King","=""0785136223""","=""9780785136224""",3,4.53,Marvel,Hardcover,136,2010,2010,2014/05/02,2014/04/30,,,read,,,,1,,,0,,,,,
10148418,O Príncipe e o Pobre,Mark Twain,"Twain, Mark",José Couto Nogueira,"=""""","=""9789896600389""",4,3.86,BIS,Paperback,234,2010,1881,2013/02/01,2013/01/27,,,read,,,,1,,,0,,,,,
13318933,"The Stand, Volume 3: Soul Survivors",Roberto Aguirre-Sacasa,"Aguirre-Sacasa, Roberto","Stephen King, Mike Perkins","=""0785135235""","=""9780785135234""",0,4.53,Marvel,Paperback,136,2012,2010,,2014/04/30,,,read,,,,1,,,0,,,,,
8341247,A Conspiração dos Abandonados,António de Macedo,"Macedo, António de",,"=""9728958455""","=""9789728958459""",3,3.40,Zéfiro,Paperback,221,2007,2007,2014/04/30,2014/04/21,,,read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.57,Scholastic Inc.,Paperback,652,2006,2005,,2012/10/05,,,read,,,,1,,,0,,,,,
21971406,Disney Especial: Patinhas vs Patacôncio,Giovanna Bo,"Bo, Giovanna","Giorgio Di Vita, Fabio Michelini, Sergio Cabella, Stefano Enna, Luciano Gatto, Bruno Sarda, Alessandro Gottardo, Gaya Perini, Graziano Barbaro, Bruno Concina, Ottavio Panaro, Giorgio Pezzin, Stefano Intini, Rodolfo Cimino, Danilo Barozzi, Ennio Missaglia, Comicup Studio, Massimiliano Valentini, Andrea Lucci","=""""","=""""",3,3.00,Comix,Mass Market Paperback,320,2014,2014,2014/04/22,2014/04/22,,,read,,,,1,,,0,,,,,
5750628,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,"Howard, Jonathan L.",,"=""0385528086""","=""9780385528085""",4,3.94,Doubleday,Hardcover,291,2009,2009,2014/04/21,2014/01/17,,,read,,,,1,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",4,4.35,Tor Books,Hardcover,590,2007,2007,2014/04/10,2014/03/26,,,read,,,,1,,,0,,,,,
6493803,"O Punhal do Soberano (A Saga do Assassino, #2)",Robin Hobb,"Hobb, Robin",Jorge Candeias,"=""989637130X""","=""9789896371302""",5,4.29,Saída de Emergência,Paperback,364,2009,1996,,2010/05/30,,,read,,,,1,,,0,,,,,
9378077,A Bondade dos Estranhos (O Projecto Candy-Man #1),João Barreiros,"Barreiros, João",,"=""""","=""9789899526938""",2,3.84,Edições Chimpanzé Intelectual,Paperback,150,2007,2007,2014/03/26,2014/03/20,,,read,,,,1,,,0,,,,,
21480419,Da Ironia,Alexandr Blok,"Blok, Alexandr",Dimiter Anguelov,"=""9727110568""","=""""",3,3.20,Editora Pergaminho,Paperback,116,1995,1995,2014/03/20,2014/03/17,,,read,,,,1,,,0,,,,,
21480376,Disney Big #3,Rudy Salvagnini,"Salvagnini, Rudy","Lino Gorlero, Giorgio Di Vita, Giampiero Ubezio, Giampaolo Soldati, Luigi Piras, Giorgio Pezzin, Marco Rota, Bruno Concina, Giorgio Bordini, Michele Gazzarri, Giuseppe Perego, Guido Scala, Carlo Panaro, Massimo De Vita, Giorgio Figus, Maurizio Amendola, Alfredo Saio, Andreina Repetto, Alberico Motta, Bruno Mandelli, Luciano Gatto, Massimo Dotta, Carlo Chendi, Bruno Sarda, Giovanni Romanini, Carlo Limido, Mauro Monti","=""""","=""""",3,3.00,Goody,Paperback,512,2014,2014,2014/03/17,2014/03/17,,,read,,,,1,,,0,,,,,
3526056,Peril at End House,Didier Quella-Guyot,"Quella-Guyot, Didier","Agatha Christie, Thierry Jollet","=""0007280556""","=""9780007280551""",3,4.04,HarperTorch,Hardcover,46,2010,2009,2014/03/17,2014/03/16,,,read,,,,1,,,0,,,,,
896853,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""1853260045""","=""9781853260049""",5,3.78,Wordsworth,Paperback,423,2007,1861,2014/03/16,2014/02/25,,,read,,,,1,,,0,,,,,
1420918,O Codex 632,José Rodrigues dos Santos,"Santos, José Rodrigues dos",,"=""9896160724""","=""9789896160722""",3,3.55,Gradiva,Paperback,550,2005,2005,,2010/05/30,,,read,,,,1,,,0,,,,,
2259716,"Filha do Sangue (Trilogia das Jóias Negras, #1)",Anne Bishop,"Bishop, Anne",Cristina Correia,"=""9728839774""","=""9789728839772""",5,4.04,Saída de Emergência,Paperback,384,2006,1998,,2010/05/30,,,read,,,,1,,,0,,,,,
5310632,Inumanos,Carlos Pacheco,"Pacheco, Carlos",,"=""9895591527""","=""""",3,3.28,Devir,Paperback,,2008,2000,2014/02/21,2014/02/26,,,read,,,,1,,,0,,,,,
102460,"Hellboy, Vol. 4: The Right Hand of Doom",Mike Mignola,"Mignola, Mike",,"=""1593070934""","=""9781593070939""",3,4.33,Dark Horse Books,Paperback,144,2004,2000,2014/02/21,2014/02/26,,,read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""076531178X""","=""9780765311788""",4,4.44,Tor Books,Hardcover,544,2006,2006,2014/02/20,2014/02/25,,,read,,,,1,,,0,,,,,
821800,"Promethea, Vol. 1",Alan Moore,"Moore, Alan","J.H. Williams III, Mick Gray","=""1563896672""","=""9781563896675""",4,3.90,America's Best Comics,Paperback,178,2000,2000,2014/02/22,2014/02/25,,,read,,,,1,,,0,,,,,
18757849,Murmúrios das Profundezas,Rui  Ramos,"Ramos, Rui","Diogo Campos, Diogo Carvalho, Flávio Gonçalves, Phermad, Luís Belerique, Ricardo  Reis, Vanessa Bettencourt","=""""","=""""",3,3.75,Rui Ramos,Paperback,68,2008,2008,2014/02/17,2014/02/25,,,read,,,,1,,,0,,,,,
9746174,A Ilha,J.M. Coetzee,"Coetzee, J.M.",,"=""9722011030""","=""9789722011037""",3,3.44,Publicações Dom Quixote,Paperback,159,1993,1986,2014/02/12,2014/02/07,,,read,,,,1,,,0,,,,,
8994821,Voo Nocturno,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""""","=""9789895547616""",3,3.80,QuidNovi,,96,2010,1931,2010/09/16,2010/08/29,,,read,,,,1,,,0,,,,,
9082491,Os Crimes da Rua Morgue,Edgar Allan Poe,"Poe, Edgar Allan",,"=""""","=""9789895547630""",4,3.89,QuidNovi,Paperback,96,2010,1841,2010/09/24,2010/08/29,,,read,,,,1,,,0,,,,,
9033840,A Virgem e o Cigano,D.H. Lawrence,"Lawrence, D.H.",,"=""""","=""9789895547623""",4,3.42,Quidnovi,Paperback,96,2010,1930,2010/09/20,2010/08/29,,,read,,,,1,,,0,,,,,
8549510,A Hora do Vampiro,Stephen King,"King, Stephen","Carlos Pereira, Eda Lyra","=""972252125X""","=""9789722521253""",5,4.03,Bertrand Editora,Paperback,516,2010,1975,2010/07/10,2010/07/07,,,read,"Assim de repente, à primeira vista, a podem pensar que até Stephen King se rendeu à moda dos vampiros... Mas a verdade é que foi apenas a editora portuguesa do livro que se aproveitou dessa moda para lançar um livro escrito há 35 anos.<br/><br/>E desenganem-se... Isto não é um livro de vampiros, é um livro de vampiros a sério! Não brilham ao sol, e não têm o aspecto eterno de adolescentes mimados. Stephen King consegue criar aqui uma verdadeira história de vampiros, que assusta, e que não é muito aconselhável ler a altas horas da noite.<br/><br/>Se bem que primeiro que um vampiro apareça, ainda correm muitas páginas, e até mesmo para que se mencionem vampiros correm muitas também. O truque, a magia, se quiserem, deste livro é o ambiente, a atmosfera. King consegue, através de dezenas de personagens, e de narrativa intercalada entre elas todas, relatando acontecimentos aparentemente desconexos, criar uma... uma teia de acontecimentos, que quando damos por ela está a fazer sentido.<br/><br/>E é nos pormenores que a coisa realmente acontece. Pormenores que se for preciso só damos por ela algumas páginas depois de os termos lidos, mas que nos ficam logo gravadas na memória, e ajudam a transmitir uma estranha impressão, um sensação de sufoco, de medo e de pânico, até. Stephen King demonstra-se aqui, no seu segundo livro publicado, como um exímio contador de histórias, com uma escrita que em momentos roça o absolutamente brilhante, e um enredo que parece complexo, mas que é apenas vasto.<br/><br/>Consegue criar as situações mais inverosímeis, e fazê-las parecer reais, ao mesmo tempo que vai dando pistas sobre o que vai acontecer a seguir. Pistas que, claro, só percebemos depois de tudo ter acontecido. Uma espécie de ""ah, então era isso que aquilo significava!"".<br/><br/>Só posso aconselhar este livro a praticamente toda a gente. Gostem de fantasia ou não, gostem de terror ou não, gostem de vampiros ou não. Leiam! Só não aconselho a fãs mais devotos de Stephenie Meyer e afins... É capaz de ser demasiado forte para esses corações habituados ao brilho ofuscante da pele pálida de uma qualquer tentativa de vampiro...",,,1,,,0,,,,,
8797250,A Dama Pé-de-Cabra,Alexandre Herculano,"Herculano, Alexandre",,"=""""","=""9789895547531""",3,3.46,QuidNovi,Paperback,96,2010,,,2010/08/29,,,read,,,,1,,,0,,,,,
8862580,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",Mafalda Silva,"=""""","=""9789895547555""",4,3.82,QuidNovi,Paperback,96,2010,1872,2010/09/02,2010/08/29,,,read,,,,1,,,0,,,,,
7870386,"Sangue Furtivo (Sangue Fresco, #5)",Charlaine Harris,"Harris, Charlaine",Renato Carreira,"=""9896372071""","=""9789896372071""",4,3.99,Saída de Emergência,Paperback,254,2010,2005,2010/05/31,2010/05/30,,,read,,,,1,,,0,,,,,
8829481,Davy Crockett,Enid LaMonte Meadowcroft,"Meadowcroft, Enid LaMonte","Charles B. Falls, Ana    Ribeiro","=""""","=""9789895547548""",4,3.38,QuidNovi,Paperback,96,2010,1952,,2010/08/29,,,read,,,,1,,,0,,,,,
8605552,Cidade Proibida,Eduardo Pitta,"Pitta, Eduardo",,"=""""","=""9789895547425""",4,2.68,Quidnovi,Paperback,96,2010,2007,,2010/08/29,,,read,,,,1,,,0,,,,,
8874207,A Ruiva,Fialho de Almeida,"Almeida, Fialho de",,"=""""","=""9789895547579""",3,3.16,QuidNovi,Mass Market Paperback,96,2010,1878,2010/09/08,2010/08/29,,,read,,,,1,,,0,,,,,
8616100,Carmen,Prosper Mérimée,"Mérimée, Prosper",,"=""""","=""9789895547432""",4,3.54,QuidNovi,Mass Market Paperback,96,2010,1845,,2010/08/29,,,read,,,,1,,,0,,,,,
7942000,Se Acordar Antes de Morrer,João Barreiros,"Barreiros, João",,"=""9895577036""","=""9789895577033""",5,3.64,Gailivro,Paperback,510,2010,,,2010/06/07,,,read,,,,1,,,0,,,,,
8514121,O Terror Sobrenatural na Literatura,H.P. Lovecraft,"Lovecraft, H.P.",,"=""9726998522""","=""""",5,4.07,Nova Vega,Paperback,137,2006,1927,2010/07/02,2010/06/28,,,read,"Um espectacular ensaio sobre a literatura fantástica, nomeadamente sobre o terror na literatura fantástica, que não me deixou indiferente ao profundo conhecimento literário do autor, H.P. Lovecraft (ele próprio um mestre do terror), e que me ensinou muitas coisas sobre este tipo de livros...<br/><br/>Aconselho, definitivamente, a toda a gente, mas em especial a fãs desta literatura fantástica e de terror!<br/><br/>Pode é ser difícil de encontrar...",,,1,,,0,,,,,
7998988,O Enigma do Sapato (Hercule Poirot #22),Agatha Christie,"Christie, Agatha",Isabel Alves,"=""8447360407""","=""9788447360406""",2,3.78,RBA  Coleccionables,Hardcover,200,2008,1940,2010/07/17,2010/07/11,,,read,,,,1,,,0,,,,,
8636014,O Alienista,Machado de Assis,"Assis, Machado de",,"=""9895547447""","=""9789895547449""",0,4.10,Quidnovi,Paperback,96,2010,1882,,2010/08/29,,,read,,,,1,,,0,,,,,
8644257,O Último Dia de um Condenado,Victor Hugo,"Hugo, Victor",Ana    Ribeiro,"=""""","=""9789895547456""",3,4.03,QuidNovi,Paperback,95,2010,1829,,2010/08/25,,,read,,,,1,,,0,,,,,
8888351,"A Criada Zerlina (Biblioteca de Verão, #19)",Hermann Broch,"Broch, Hermann",Suzana Muñoz,"=""""","=""9789895547586""",3,3.33,Quidnovi,Paperback,96,2010,1949,2010/09/09,2010/08/29,,,read,,,,1,,,0,,,,,
