Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6006827,"Os Filhos do Flagelo (Crónicas de Allaryia, #2)",Filipe Faria,"Faria, Filipe",,"=""9722329642""","=""9789722329644""",3,3.77,Editorial Presença ,Paperback,454,2002,2002,2020/12/30,2012/10/14,,,read,,,,2,,,0,,,,,
41080186,O Jogador de Xadrez,David Sala,"Sala, David",,"=""9896827729""","=""9789896827724""",5,4.31,Levoir,Hardcover,128,2018,,2019/06/01,2019/05/31,,,read,,,,1,,,0,,,,,
25463197,A Saga do Tio Patinhas,Don Rosa,"Rosa, Don",,"=""""","=""9788536418254""",5,4.78,Abril,Hardcover,388,2015,1997,2020/10/29,2020/10/29,,,read,,,,1,,,0,,,,,
25670162,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""1447289234""","=""9781447289234""",4,4.23,Picador,Paperback,338,2015,2002,2020/10/21,2020/10/03,,,read,,,,1,,,0,,,,,
39096013,Dragomante: Fogo de Dragão,Filipe Faria,"Faria, Filipe",Manuel Morgado,"=""""","=""9788416510610""",3,3.69,G. Floy Studio/ Comic Heart,Hardcover,56,2018,2018,2020/10/03,2020/10/03,,,read,,,,1,,,0,,,,,
1806507,"A Manopla de Karasthan (Crónicas de Allaryia, #1)",Filipe Faria,"Faria, Filipe",,"=""9722328638""","=""9789722328630""",2,3.56,Editorial Presença,Paperback,534,2002,2002,2020/10/03,2012/10/14,,,read,,,,2,,,0,,,,,
34103397,"Megg, Mogg & Mocho",Simon Hanselmann,"Hanselmann, Simon",,"=""""","=""""",3,3.75,Chili Com Carne,Paperback,64,2016,,2020/09/09,2020/09/09,,,read,,,,1,,,0,,,,,
15742624,Difícil é Educá-los,David Justino,"Justino, David",,"=""""","=""9789898424099""",3,3.46,Fundação Francisco Manuel dos Santos,Mass Market Paperback,129,2010,2010,2020/08/26,2020/08/10,,,read,,,,1,,,0,,,,,
9464841,Ernestina,J. Rentes de Carvalho,"Carvalho, J. Rentes de",,"=""9725648145""","=""9789725648148""",4,4.34,Quetzal,Paperback,317,2009,1999,2020/08/10,2020/07/26,,,read,,,,1,,,0,,,,,
10364425,Filosofia em Directo,Desidério Murcho,"Murcho, Desidério",,"=""9898424167""","=""9789898424167""",2,3.52,Fundação Francisco Manuel dos Santos / Relógio D'Água Editores,Mass Market Paperback,98,2011,2011,2020/07/26,2020/07/22,,,read,,,,1,,,0,,,,,
13547452,11/22/63,Stephen King,"King, Stephen",,"=""1451627297""","=""9781451627299""",4,4.30,Gallery Books,Paperback,849,2012,2011,2020/07/22,2020/07/08,,,read,,,,1,,,0,,,,,
23483748,Pseudociência,David Marçal,"Marçal, David",,"=""""","=""9789898662774""",4,4.15,Fundação Francisco Manuel dos Santos,Paperback,98,2014,2014,2020/07/08,2020/07/06,,,read,,,,1,,,0,,,,,
32565582,Sovereign (Nemesis #2),April  Daniels,"Daniels, April",,"=""1682308243""","=""9781682308240""",4,4.26,Diversion Publishing,Paperback,315,2017,2017,2020/07/05,2020/07/01,,,read,,,,1,,,0,,,,,
3143104,O Principezinho,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Joana Varela,"=""9722328298""","=""9789722328296""",1,4.31,Editorial Presença,Paperback,96,2009,1943,2016/12/26,2016/12/18,,,read,"Mantém-se horrível. Não há uma linha disto que me agrade. É um livro condescendente, idiota e infantilizado (algo bem diferente de infantil). Um guia moralista disfarçado de historieta para crianças, a quem passa completamente ao lado, mas verdadeiramente direccionado para adultos incapazes de lidar com conceitos complexos. Não consigo aturar, e deve ser das poucas obras que eu até queimava de bom grado.",,,1,,,0,,,,,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",5,4.32,Pocket Books,Mass Market Paperback,320,2002,2000,2020/07/01,2020/06/20,,,read,,,,1,,,0,,,,,
8727968,Horns,Joe Hill,"Hill, Joe",,"=""0575099992""","=""9780575099999""",5,3.92,Gollancz,Paperback,437,2011,2009,2020/06/20,2020/06/05,,,read,,,,1,,,0,,,,,
35270717,Unthinkable: What the World's Most Extraordinary Brains Can Teach Us About Our Own,Helen  Thomson,"Thomson, Helen",,"=""0062391186""","=""9780062391186""",5,3.97,Ecco,ebook,256,2018,2018,2020/06/05,2020/05/29,,,read,,,,1,,,0,,,,,
30279514,Dreadnought (Nemesis #1),April  Daniels,"Daniels, April",,"=""1682300684""","=""9781682300688""",5,4.13,Diversion Publishing,Paperback,280,2017,2017,2020/05/29,2020/05/28,,,read,,,,1,,,0,,,,,
45321949,Esquecidos em Abril,Fábio Monteiro,"Monteiro, Fábio",,"=""9722419048""","=""9789722419048""",5,4.75,Livros Horizonte,Paperback,168,2019,,2020/05/28,2020/05/26,,,read,,,,1,,,0,,,,,
17825821,Aprender a Ter Medo,Mazan,"Mazan, Mazan",,"=""""","=""""",5,4.67,Meribérica/Liber,Paperback,,,1998,2020/05/26,2013/04/16,,,read,,,,2,,,0,,,,,
41252082,Steampunk Internacional,Ian Whates,"Whates, Ian","Anton Stark, Derry O'Dowd, Diana  Pinguicha, Anne Leinonen, Jonathan Green, J.S. Meresmaa, Magdalena Hai, Pedro Cipriano, George Mann","=""""","=""9789899899667""",2,3.47,Editorial Divergência,Paperback,246,2018,,2020/05/26,2020/05/20,,,read,,,,1,,,0,,,,,
9210344,Eternus 9: Um Filho do Cosmos,Victor Mesquita,"Mesquita, Victor",,"=""""","=""""",4,3.55,Meribérica,Paperback,58,1979,1979,2020/05/20,2020/05/17,,,read,,,,1,,,0,,,,,
35223388,The Self-Inflicted Relative: 33 Fantastic Stories in 100 Words,Maija Haavisto,"Haavisto, Maija","Mikko Rauhala, Maria Carole, Magdalena Hai, Janos Honkonen, Artemis Kelosaari, Taru Kumara-Moisio, Mixu Lauronen, O.E. Lönnberg, J.S. Meresmaa, Anni Nupponen, Tarja Sipiläinen, Christine Thorel, M.A. Tyrskyluoto, Kari Välimäki","=""""","=""9789527215326""",3,3.85,Osuuskumma International,Paperback,46,2017,,2020/05/19,2020/05/19,,,read,,,,1,,,0,,,,,
23273483,"Dr. Estranho e Dr. Destino: Triunfo e Tormento (Universo Marvel, #12)",Roger Stern,"Stern, Roger","Mike Mignola, Kevin Nowlan, Gerry Conway, Gene Colan, Bill Mantlo","=""""","=""9789896824563""",4,4.00,Levoir,Hardcover,152,2014,1989,2014/10/28,2014/10/28,,,read,,,,1,,,0,,,,,
39094837,Embalando a Minha Biblioteca: Uma Elegia e Dez Divagações,Alberto Manguel,"Manguel, Alberto",Rita Almeida Simões,"=""9896714266""","=""9789896714260""",4,3.89,Edições Tinta-da-China,Paperback,143,2018,2018,2020/05/17,2020/05/07,,,read,,,,1,,,0,,,,,
49003086,The Lisbon Studio antologia,Joana Afonso,"Afonso, Joana","Filipe Andrade, João Tércio, Marta Teives, Nuno Duarte, Nuno Saraiva, Pedro Moura, Ricardo Cabral, Jakub Jankowski","=""""","=""9788366347120""",4,3.65,Timof comics,Hardcover,96,2019,2017,2020/05/12,2020/05/12,,,read,,,,1,,,0,,,,,
33391000,A Vigília (The Sandman #10),Neil Gaiman,"Gaiman, Neil","Michael Zulli, Jon J. Muth, Charles Vess, Kevin Nowlan, Dave McKean","=""""","=""9789896826062""",4,4.52,Levoir,Hardcover,184,2016,1996,2020/05/07,2020/05/07,,,read,,,,1,,,0,,,,,
33299585,"As Benevolentes 2 (The Sandman, #9, parte 2)",Neil Gaiman,"Gaiman, Neil","Mark Hempel, Richard Case, Teddy Kristiansen, Dave McKean","=""""","=""9789896826055""",5,4.26,Levoir,Hardcover,160,2016,1996,2020/05/07,2020/05/07,,,read,,,,1,,,0,,,,,
33233255,"As Benevolentes 1 (The Sandman, #9, parte 1)",Neil Gaiman,"Gaiman, Neil","Mark Hempel, D'Israeli, Glyn Dillon, Charles Vess, Dean Ormston, Dave McKean","=""""","=""9789896826048""",5,4.06,Levoir,Hardcover,184,2016,1996,2020/05/07,2020/05/03,,,read,,,,1,,,0,,,,,
33122039,A Estalagem no Fim do Mundo (The Sandman #8),Neil Gaiman,"Gaiman, Neil","Mike Allred, Bryan Talbot, John Watkiss, Michael Zulli, Dave McKean, Gary Amaro, Mark Buckingham, Dick Giordano, Tony Harris, Steve Leiloha, Vince Locke, Shea Anton Pensa, Alec Stevens","=""""","=""9789896826031""",4,4.47,Levoir,Hardcover,192,2016,1993,2020/05/03,2020/05/01,,,read,,,,1,,,0,,,,,
3439336,Sandman: Vidas Breves,Neil Gaiman,"Gaiman, Neil","Jill Thompson, Vince Locke, Daniel Pellizzari","=""8576162369""","=""9788576162360""",5,4.54,Conrad,Hardcover,264,2007,1993,2020/05/01,2020/04/29,,,read,,,,1,,,0,,,,,
3030098,Sandman: Fábulas e Reflexões,Neil Gaiman,"Gaiman, Neil","Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Daniel Pellizzari","=""8576162083""","=""9788576162087""",5,4.44,Conrad,Hardcover,,2006,1993,2020/04/29,2020/04/27,,,read,,,,1,,,0,,,,,
8296190,O Náufrago,Thomas Bernhard,"Bernhard, Thomas",,"=""853590851x""","=""9788535908510""",3,4.03,Companhia das Letras,Paperback,144,2006,1983,2020/04/27,2020/02/05,,,read,,,,1,,,0,,,,,
32867191,Um Jogo de Ti (The Sandman #5),Neil Gaiman,"Gaiman, Neil","Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano","=""""","=""9789896826000""",3,4.43,Levoir,Hardcover,176,2016,1992,2020/01/27,2020/01/24,,,read,,,,1,,,0,,,,,
3092389,Sandman: Estação das Brumas,Neil Gaiman,"Gaiman, Neil","Kelley Jones, Mike Dringenberg, Matt Wagner, Dick Giordano, George Pratt, P. Craig Russell, Daniel Pellizzari","=""8576161486""","=""9788576161486""",5,4.54,Conrad,Hardcover,232,2006,1991,2020/01/24,2020/01/23,,,read,,,,1,,,0,,,,,
3030091,Terra dos Sonhos (The Sandman #3),Neil Gaiman,"Gaiman, Neil","Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Daniel Pellizzari","=""8576161311""","=""9788576161318""",4,4.24,Conrad,Hardcover,168,2005,1990,2020/01/23,2020/01/23,,,read,,,,1,,,0,,,,,
32604697,Casa de Bonecas (The Sandman #2),Neil Gaiman,"Gaiman, Neil","Mike Dringenberg, Malcom Jones III, Chris Bachalo, Steve Parkhouse, Dave McKean","=""""","=""9789896825973""",4,4.44,Levoir,Hardcover,224,2016,1990,2020/01/23,2020/01/18,,,read,,,,1,,,0,,,,,
29396738,"Monstress, Vol. 1: Awakening",Marjorie M. Liu,"Liu, Marjorie M.",Sana Takeda,"=""""","=""""",4,3.95,Image Comics,Paperback,202,2016,2016,2020/01/20,2020/01/20,,,read,,,,1,,,0,,,,,
24985738,Ultimate Comics Spider-Man: Death of Spider-Man (Marvel Ultimate Graphic Novel Collection #69),Brian Michael Bendis,"Bendis, Brian Michael",,"=""""","=""9781909766174""",4,4.24,Hachette Partworks Ltd,Hardcover,212,2014,2011,2017/05/31,2017/05/31,,,read,,,,1,,,0,,,,,
28376256,Guerra Secreta (A Coleção Oficial de Graphic Novels Marvel #7),Brian Michael Bendis,"Bendis, Brian Michael","Gabriele Dell'Otto, Gabriele Dell' Otto, Jotapê Martins, Fernando Lopes","=""""","=""9788447128006""",3,3.80,Salvat,Hardcover,192,2015,2004,2016/04/08,2016/04/06,,,read,,,,1,,,0,,,,,
32501905,Prelúdios e Nocturnos (Sandman #1),Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcom Jones III, Dave McKean","=""""","=""9789896825966""",5,4.23,Levoir,Hardcover,232,2016,1991,2020/01/18,2020/01/16,,,read,,,,1,,,0,,,,,
34098570,A minha casa não tem dentro,António Jorge Gonçalves,"Gonçalves, António Jorge",,"=""9898688424""","=""9789898688422""",3,2.89,Abysmo,Hardcover,112,2016,,2020/01/15,2020/01/15,,,read,,,,1,,,0,,,,,
40852885,Hereges! Os assombrosos (e perigosos) primórdios da Filosofia moderna,Steven Nadler,"Nadler, Steven","Ben Nadler, Vítor Guerreiro","=""9896168261""","=""9789896168261""",3,3.77,Gradiva,Paperback,184,2018,2017,2020/01/14,2020/01/09,,,read,,,,1,,,0,,,,,
36569248,Uma História de Xadrez,Stefan Zweig,"Zweig, Stefan",,"=""""","=""9789896417864""",5,4.29,Relógio d'Água,Paperback,80,2017,1942,2020/01/08,2020/01/05,,,read,,,,1,,,0,,,,,
17874969,Isto é um Assalto,Francisco Louçã,"Louçã, Francisco","Mariana Mortágua, Nuno Saraiva","=""9789722526""","=""""",3,3.57,Bertrand Editora,Paperback,175,2013,2013,2020/01/04,2020/01/03,,,read,,,,1,,,0,,,,,
249042,Darkness Visible: A Memoir of Madness,William Styron,"Styron, William",,"=""0679736395""","=""9780679736394""",4,3.98,Vintage,Paperback,84,1992,1990,2020/01/03,2019/12/23,,,read,,,,1,,,0,,,,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",5,4.36,DC Comics,Paperback,416,2005,1987,2019/12/23,2012/09/17,,,read,,,,2,,,0,,,,,
29501619,The Secret Library: A Book-Lovers' Journey Through Curiosities of History,Oliver Tearle,"Tearle, Oliver",,"=""1782435573""","=""9781782435570""",5,3.76,O Mara Books Ltd.,Hardcover,256,2016,2016,2019/12/15,2019/10/27,,,read,,,,1,,,0,,,,,
16164271,"Locke & Key, Vol. 6: Alpha & Omega",Joe Hill,"Hill, Joe",Gabriel Rodríguez,"=""1613778538""","=""9781613778531""",5,4.48,IDW Publishing,Hardcover,192,2014,2014,2019/12/06,2019/12/06,,,read,,,,1,,,0,,,,,
34505029,Os Vingadores: O Nascimento de Ultron (A Coleção Oficial de Graphic Novels Marvel #38),Roy Thomas,"Thomas, Roy",John Buscema,"=""""","=""9788447128310""",2,3.40,Salvat,Hardcover,200,2016,2012,2017/03/18,2017/03/16,,,read,,,,1,,,0,,,,,
15798792,Punk Rock Jesus,Sean Gordon Murphy,"Murphy, Sean Gordon",,"=""1401237681""","=""9781401237684""",4,3.94,Vertigo,Paperback,224,2013,2013,2019/10/06,2019/10/06,,,read,,,,1,,,0,,,,,
41557742,"Morte (Colecção Vertigo 25 Anos, #2)",Neil Gaiman,"Gaiman, Neil",,"=""989682780X""","=""9789896827809""",4,4.46,Levoir,Hardcover,184,2018,2012,2019/10/06,2019/09/22,,,read,,,,1,,,0,,,,,
35699286,O Incrível Hulk: Guerra Mundial (A Coleção Oficial de Graphic Novels Marvel #47),Greg Pak,"Pak, Greg",,"=""""","=""9788447128402""",4,4.13,Salvat,Hardcover,224,2017,,2017/07/22,2017/07/22,,,read,,,,1,,,0,,,,,
133023,Hellblazer: Hard Time,Brian Azzarello,"Azzarello, Brian","Richard Corben, Tim Bradstreet","=""1563896966""","=""9781563896965""",4,4.20,Vertigo,Paperback,128,2000,2000,2019/09/22,2019/09/22,,,read,,,,1,,,0,,,,,
1442583,"Preacher, Volume 1: Gone to Texas",Garth Ennis,"Ennis, Garth",Steve Dillon,"=""1852867132""","=""9781852867133""",4,4.15,Titan Books Ltd.,Paperback,176,1996,1995,2019/09/22,2019/09/18,,,read,,,,1,,,0,,,,,
40951421,Tatuagem,Hernán Migoya,"Migoya, Hernán",Bartolomé Seguí,"=""""","=""9789896827700""",3,3.47,Levoir,Hardcover,87,2018,,2019/06/14,2019/06/12,,,read,,,,1,,,0,,,,,
13047608,"100 Balas, Vol. 1: Atire Primeiro, Pergunte Depois (100 Balas, #1)",Brian Azzarello,"Azzarello, Brian",Eduardo Risso,"=""""","=""""",3,3.73,Panini,Paperback,162,2011,,2019/09/18,2019/09/18,,,read,,,,1,,,0,,,,,
17233918,"Comics Star Wars: Clássicos 1 (Comics Star Wars, #1)",Roy Thomas,"Thomas, Roy","Archie Goodwin, Luís Santos, Howard Chaykin, Marie Severin, Steve Leialoha, Glynis Oliver, Rick Hoberg, Bill Wray, Paty, Frank Springer, Carl Gafford, Tom Palmer, Alan Kupperberg, F. Mouly, Carmine Infantino, Terry Kevin Austin, Janice Cohen, Donald F. Glut","=""""","=""9789896513337""",3,3.97,Planeta DeAgostini,Hardcover,192,2013,1977,2013/02/02,2013/02/02,,,read,,,,1,,,0,,,,,
36480203,O Elixir da Eterna Juventude,Fernando Dordio,"Dordio, Fernando",Osvaldo Medina,"=""""","=""9789898673404""",4,3.57,Kingpin Books,Hardcover,88,2017,,2019/08/22,2019/08/22,,,read,,,,1,,,0,,,,,
31680897,Quarteto Fantástico: Ação Decisiva (A Coleção Oficial de Graphic Novels Marvel #24),Mark Waid,"Waid, Mark","Howard Porter, Mike Wieringo, Sergio Miranda, Fernando Lopes","=""""","=""9788447128174""",3,3.64,Salvat,Hardcover,206,2016,,2016/10/09,2016/10/09,,,read,,,,1,,,0,,,,,
28209384,"A criatura no travesseiro (Colecção Barbante, #3)",Duda Falcão,"Falcão, Duda",,"=""""","=""""",2,3.50,,Paperback,12,2015,,2016/05/22,2016/05/22,,,read,,,,1,,,0,,,,,
36145382,"Wytches: Bruxas, Volume 1 (Wytches, #1)",Scott Snyder,"Snyder, Scott",Jock,"=""""","=""9788416510405""",4,3.81,G. Floy Studio,Hardcover,192,2017,2014,2019/07/01,2019/06/28,,,read,,,,1,,,0,,,,,
36248853,Manual Prático de Jornalismo,José Esteves Pereira,"Pereira, José Esteves",,"=""""","=""""",3,3.00,Editorial Notícias,Paperback,140,1982,1982,2019/06/28,2019/06/23,,,read,,,,1,,,0,,,,,
40866716,Destemidas - Mulheres Que Só Fazem o Que Querem,Pénélope Bagieu,"Bagieu, Pénélope",,"=""9896827699""","=""9789896827694""",5,4.59,Levoir,Hardcover,136,2018,2016,2019/06/23,2019/06/22,,,read,,,,1,,,0,,,,,
19351043,Nimona,Noelle Stevenson,"Stevenson, Noelle",,"=""""","=""""",5,4.13,Harper Collins,Kindle Edition,272,2015,2015,2019/06/22,2019/06/21,,,read,,,,1,,,0,,,,,
41439484,Novembro,Sebastià Cabot,"Cabot, Sebastià",Carlos Xavier,"=""""","=""9789896827748""",5,3.57,Levoir,Hardcover,194,2018,2018,2019/06/21,2019/06/21,,,read,,,,1,,,0,,,,,
43241695,Quem Chama pelo Senhor Aventura?,Rita Garcia Fernandes,"Fernandes, Rita Garcia",,"=""""","=""""",3,4.16,Editorial Divergência,Paperback,176,2018,,2019/06/20,2019/06/19,,,read,,,,1,,,0,,,,,
17879327,The First Six Books of the Elements of Euclid,Oliver Byrne,"Byrne, Oliver",Werner Oechslin,"=""3836544717""","=""9783836544719""",5,4.56,Taschen,Hardcover,395,2013,1847,2019/06/19,2018/08/25,,,read,,,,1,,,0,,,,,
40672285,Calipso,Cosey,"Cosey, Cosey",,"=""9896827664""","=""9789896827663""",4,3.42,Levoir,Hardcover,112,2018,2017,2019/06/19,2019/06/18,,,read,,,,1,,,0,,,,,
9633941,A Biblioteca,Zoran Živković,"Živković, Zoran",Arijana Medvedec,"=""9896231370""","=""9789896231378""",4,3.69,Cavalo de Ferro,Paperback,101,2010,2002,2019/06/18,2019/06/17,,,read,,,,1,,,0,,,,,
39713894,Uma irmã,Bastien Vivès,"Vivès, Bastien",Fernando Scheibe,"=""""","=""""",3,3.74,Nemo Editora,Kindle Edition,,2018,2017,2019/06/16,2019/06/16,,,read,,,,1,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",2,4.19,Delacorte Press,Hardcover,417,2016,2016,2019/06/15,2019/06/14,,,read,,,,1,,,0,,,,,
34066621,Strange Weather,Joe Hill,"Hill, Joe",,"=""0062663119""","=""9780062663115""",5,3.87,William Morrow,Hardcover,432,2017,2017,2019/06/12,2019/06/01,,,read,,,,1,,,0,,,,,
132521,Vanishing Acts: A Science Fiction Anthology,Ellen Datlow,"Datlow, Ellen","Bruce McAllister, Mark W. Tiedemann, Daniel Abraham, Michael Cadnum, M. Shayne Bell, A.R. Morlan, Avram Davidson, Joe Haldeman, Suzy McKee Charnas, Paul McAuley, Ian McDowell, Brian Stableford, William Shunn, David J. Schow, Karen Joy Fowler, Ted Chiang","=""0312869614""","=""9780312869618""",5,3.77,Tor Books,Paperback,384,2001,2000,2015/03/08,2015/03/08,,,read,,,,1,,,0,,,,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",3,4.27,Delacorte Press,Hardcover,416,2015,2015,2019/05/31,2015/03/04,,,read,,,,1,,,0,,,,,
29939494,El fantasma de Gaudí,El Torres,"Torres, El",Jesús Alonso Iglesias,"=""8415850549""","=""9788415850540""",5,3.51,DIB BUKS,Hardcover,124,2015,2015,2019/05/25,2019/05/13,,,read,,,,1,,,0,,,,,
40138892,Guardiões do Louvre,Jirō Taniguchi,"Taniguchi, Jirō",Drik Sada,"=""""","=""""",4,3.68,Pipoca & Nanquim,Kindle Edition,136,2018,2014,2019/05/13,2019/05/07,,,read,,,,1,,,0,,,,,
33655951,"Eu, Wolverine (A Coleção Oficial de Graphic Novels Marvel #29)",Chris Claremont,"Claremont, Chris",Frank Miller,"=""""","=""9788447128228""",3,3.85,Salvat,Hardcover,104,2016,1989,2017/02/03,2014/02/25,,,read,,,,1,,,0,,,,,
41023262,Gente de Dublin: Biografia de James Joyce,Alfonso Zapico,"Zapico, Alfonso",,"=""""","=""9789896827717""",5,3.82,Levoir,Hardcover,232,2018,2011,2019/05/07,2019/05/04,,,read,,,,1,,,0,,,,,
27737684,"Thor: O Último Viking (A Coleção Oficial de Graphic Novels da Marvel, #05)",Walter Simonson,"Simonson, Walter","Jotapê Martins, Fernando Lopes","=""""","=""""",3,3.38,Salvat,Hardcover,184,2015,1983,2017/03/09,2017/03/06,,,read,,,,1,,,0,,,,,
33385267,Detective Raton,Rafael  Sales,"Sales, Rafael",,"=""""","=""""",3,2.67,Escorpião Azul,Paperback,53,2016,,2019/05/04,2019/05/04,,,read,,,,1,,,0,,,,,
44099762,"Winepunk - A Guerra das Pipas (Winepunk, #1)",Joana Neto Lima,"Lima, Joana Neto","A.M.P. Rodriguez, Rogério Ribeiro, Joel Puga, Carlos Silva, João Ventura, João Rogaciano, João Barreiros, Rhys Hughes, Rui Alex, Sandra Maria Teixeira","=""""","=""9789895420056""",4,4.00,Editorial Divergência,Paperback,238,2019,2019,2019/05/04,2019/04/20,,,read,,,,1,,,0,,,,,
34030806,"Nadja, ninfeta virgem do inferno (Mesinha de Cabeceira, #27)",Nunsky,"Nunsky, Nunsky",,"=""""","=""""",2,2.40,MMMNNNRRRG,Paperback,44,2015,2015,2019/04/28,2019/04/28,,,read,,,,1,,,0,,,,,
33595688,The Comic Book Story of Video Games: The Incredible History of the Electronic Gaming Revolution,Jonathan Hennessey,"Hennessey, Jonathan",Jack McGowan,"=""0399578900""","=""9780399578908""",5,3.61,Ten Speed Press,Paperback,192,2017,2017,2019/04/20,2019/04/13,,,read,,,,1,,,0,,,,,
23847937,Democracy,Αbraham Kawa,"Kawa, Αbraham","Annie Di Donna, Alecos Papadatos","=""1608197190""","=""9781608197194""",4,3.76,Bloomsbury USA,Paperback,236,2015,2015,2019/04/13,2019/04/10,,,read,,,,1,,,0,,,,,
8773738,"Polikuchka, O Enforcado",Leo Tolstoy,"Tolstoy, Leo",,"=""""","=""9789895547524""",4,3.49,QuidNovi,Paperback,96,2010,1862,,2010/08/29,,,read,,,,1,,,0,,,,,
39093855,Crazy Equóides,João Barreiros,"Barreiros, João",,"=""9899814539""","=""9789899814530""",3,4.33,Imaginauta,Paperback,120,2018,,2019/04/10,2019/03/31,,,read,,,,1,,,0,,,,,
6493321,Logicomix: An Epic Search for Truth,Apostolos Doxiadis,"Doxiadis, Apostolos","Christos H. Papadimitriou, Alecos Papadatos, Annie Di Donna","=""1596914521""","=""9781596914520""",5,4.04,Bloomsbury (NYC),Paperback,352,2009,2009,2019/03/31,2019/03/28,,,read,,,,1,,,0,,,,,
12070,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""0060853972""","=""9780060853976""",5,4.24,William Morrow / Harper ,Paperback,384,2007,1990,2019/03/27,2019/03/13,,,read,,,,1,,,0,,,,,
22194862,"Mitosis (Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,3.86,Gollancz,Kindle Edition,96,2014,2013,2019/03/13,2019/03/13,,,read,,,,1,,,0,,,,,
41816268,Lisboa Oculta - Guia Turístico,Ana Cristina,"Cristina, Ana","Anton Stark, David Camarinha, Diana Pinguicha, Francisco Jose, Inês Montenegro, João Barreiros, João Ventura, Nuno Ferreira","=""""","=""9789899814554""",5,4.50,Imaginauta,Paperback,94,2018,,2019/03/12,2019/03/12,,,read,,,,1,,,0,,,,,
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",4,4.13,Delacorte Press,Hardcover,386,2013,2013,2019/03/12,2019/03/08,,,read,,,,1,,,0,,,,,
40524549,Aqui Mesmo,Jacques Tardi,"Tardi, Jacques",Jean-Claude Forest,"=""9896827648""","=""9789896827649""",4,3.63,Levoir,Paperback,208,2018,1979,2019/03/08,2019/03/05,,,read,,,,1,,,0,,,,,
40720413,O Farol / O Jogo Lúgubre,Paco Roca,"Roca, Paco",,"=""""","=""9789896827670""",5,4.02,Levoir,Hardcover,135,2018,,2019/03/04,2019/03/03,,,read,,,,1,,,0,,,,,
41290437,O Último Recreio,Carlos Trillo,"Trillo, Carlos",Horacio Altuna,"=""""","=""9789896827731""",3,3.80,Levoir,Hardcover,124,2018,1986,2019/03/03,2019/03/02,,,read,,,,1,,,0,,,,,
29237221,"Saga, Vol. 9",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",5,4.57,Image Comics,Kindle Edition,160,2018,2018,2019/03/01,2019/03/01,,,read,,,,1,,,0,,,,,
34963526,"Saga, Vol. 8",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""""","=""""",5,4.46,Image Comics,Paperback,146,2017,2017,2019/03/01,2018/03/17,,,read,,,,2,,,0,,,,,
29237211,"Saga, Vol. 7",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1534300600""","=""9781534300606""",4,4.50,Image Comics,Paperback,152,2017,2017,2019/03/01,2017/04/20,,,read,,,,3,,,0,,,,,
28862528,"Saga, Vol. 6",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""163215711X""","=""9781632157119""",5,4.47,Image Comics,Paperback,152,2016,2016,2019/03/01,2016/08/05,,,read,,,,3,,,0,,,,,
25451555,"Saga, Vol. 5",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1632154382""","=""9781632154385""",5,4.42,Image Comics,Paperback,152,2015,2015,2019/02/28,2016/04/03,,,read,,,,3,,,0,,,,,
23093367,"Saga, Vol. 4",Brian K. Vaughan,"Vaughan, Brian K.",Fiona Staples,"=""1632150778""","=""9781632150776""",4,4.44,Image Comics,Paperback,152,2014,2014,2019/02/28,2015/03/11,,,read,,,,3,,,0,,,,,
